ccard,ccn,key,pin,quota,validthru
Visa,3608-1782-4236-1300,5166,878,1300,Sep/2020
Visa,3608-1333-5750-1442,2853,787,1800,Dec/2019
Visa,3608-2968-4342-1244,7268,234,1400,Jan/2019
Visa,3608-2968-5458-1623,2218,950,1400,Dec/2022
Visa,3608-1721-5489-1475,3837,950,1000,May/2018
Visa,3608-1682-5696-1475,2730,104,1500,Nov/2023
Visa,3608-1682-4668-1109,3685,295,1000,Apr/2022
Visa,3608-2067-4668-1837,5140,144,1600,Jul/2021
Visa,3608-1192-5632-1194,3228,156,1500,Oct/2022
Visa,3608-1192-5038-1936,5874,315,1600,Mar/2023
Visa,3608-2181-4458-1181,3472,394,1300,Apr/2024
Visa,3608-2181-5634-1629,6984,255,1200,Feb/2020
Visa,3608-1782-5988-1014,4603,678,1300,Nov/2023
Visa,3608-1192-4523-1068,3772,885,1600,Dec/2023
Visa,3608-2596-5638-1278,6378,429,1300,Mar/2021
Visa,3608-1721-4264-1589,7726,263,1800,Nov/2019
Visa,3608-2588-5638-1660,3109,592,1300,Nov/2024
Visa,3608-2507-5983-1428,2266,191,1600,May/2018
Visa,3608-2596-4856-1660,5076,621,1400,Apr/2018
Visa,3608-2800-5884-1682,6028,699,1200,Jul/2020
Visa,3608-2596-5884-1014,3181,403,1900,Dec/2025
Visa,3608-2067-5696-1001,5647,759,2000,Oct/2023
Visa,3608-1192-5791-1617,4234,757,1400,Nov/2019
Visa,3608-2507-5890-1292,3408,160,1400,Apr/2022
Visa,3608-2067-5459-1056,3110,367,1000,Oct/2022
Visa,3608-2968-4288-1931,6831,130,1600,Jun/2024
Visa,3608-2181-4038-1189,4463,839,1000,Sep/2022
Visa,3608-2968-5152-1844,5675,496,2000,Nov/2018
Visa,3608-2588-4005-1693,7023,152,2000,Dec/2025
Visa,3608-2751-4158-1244,6192,775,2000,Jul/2018
Visa,3608-2751-5333-1572,5480,915,1600,Sep/2020
Visa,3608-2800-4288-1220,3256,634,1600,Feb/2022
Visa,3608-2507-5750-1475,6605,438,1100,Sep/2022
Visa,3608-1395-5152-1109,4001,640,1600,Feb/2024
Visa,3608-2507-5038-1476,3260,90,1700,Jan/2023
Visa,3608-1682-4458-1474,5289,792,1900,Oct/2025
Visa,3608-2596-5791-1646,4700,543,1900,Mar/2024
Visa,3608-2588-4160-1936,5893,966,1000,May/2022
Visa,3608-1682-4445-1344,4499,279,1700,Jan/2023
Visa,3608-2588-5333-1856,3461,669,2000,Oct/2023
Visa,3608-2067-5884-1623,5102,412,1700,Jun/2024
Visa,3608-2588-5394-1629,5509,783,1000,Jul/2022
Visa,3608-1192-4038-1292,5133,367,1700,Mar/2024
Visa,3608-2181-5638-1497,2850,508,1300,Jul/2020
Visa,3608-2588-5756-1558,4484,305,1000,Jul/2025
Visa,3608-2181-4288-1190,4521,53,1300,Apr/2019
Visa,3608-2751-5551-1052,4808,67,1400,May/2019
Visa,3608-2596-4580-1024,5391,988,1100,Aug/2023
Visa,3608-1395-5489-1844,7245,997,1100,May/2018
Visa,3608-1682-4344-1631,6963,10,1100,May/2025
Visa,3608-2067-4580-1265,3215,395,1500,Mar/2019
Visa,3608-2181-5988-1181,3542,184,1400,Jul/2021
Visa,3608-2181-5551-1761,5251,288,1800,Jul/2019
Visa,3608-2588-5750-1916,5274,218,1400,Sep/2020
Visa,3608-1721-4668-1804,5233,402,1300,Dec/2024
Visa,3608-2067-5152-1037,2557,153,1400,Mar/2020
Visa,3608-1682-4668-1037,8015,554,1100,Sep/2023
Visa,3608-2067-5745-1837,2928,681,1800,Feb/2021
Visa,3608-1333-4657-1428,7879,745,1200,Dec/2021
Visa,3608-1192-4160-1355,4775,564,2000,Feb/2018
Visa,3608-1682-4038-1936,3358,159,1600,Jul/2024
Visa,3608-2507-4994-1693,2852,958,1700,Oct/2021
Visa,3608-2181-4657-1383,3593,82,1500,Apr/2019
Visa,3608-2588-4951-1593,6865,395,1500,May/2022
Visa,3608-2067-5132-1220,4828,758,1800,Feb/2022
Visa,3608-1192-5459-1052,7321,905,1100,Jan/2021
Visa,3608-2181-4005-1839,5270,404,1700,Jan/2022
Visa,3608-1721-4354-1435,7279,340,1700,May/2020
Visa,3608-2588-5038-1194,4901,129,1400,Nov/2022
Visa,3608-2800-4318-1182,7473,882,1100,May/2021
Visa,3608-2751-5634-1761,2799,727,1900,Jan/2023
Visa,3608-1395-4038-1631,6710,948,1800,Aug/2020
Visa,3608-2751-4038-1583,6792,358,1400,Apr/2025
Visa,3608-1395-5196-1381,7083,346,1200,Feb/2018
Visa,3608-1682-4236-1322,4087,332,1300,Aug/2022
Visa,3608-1333-5152-1968,4983,979,1300,Aug/2022
Visa,3608-1721-5634-1761,2093,770,1200,Oct/2024
Visa,3608-2968-5632-1935,5737,256,1700,Jul/2018
Visa,3608-2968-4005-1163,6740,592,2000,Feb/2018
Visa,3608-1333-5333-1244,7880,124,1400,Jul/2024
Visa,3608-1333-5132-1603,6778,274,1100,Jul/2019
Visa,3608-1682-5407-1900,4644,373,1200,Oct/2018
Visa,3608-1395-4005-1351,5933,865,1100,Jul/2018
Visa,3608-2968-5132-1361,2913,424,2000,Apr/2021
Visa,3608-2751-4160-1220,3411,376,1700,Mar/2019
Visa,3608-2968-5745-1705,2323,323,1200,Aug/2022
Visa,3608-2596-5458-1646,7980,860,1100,Aug/2023
Visa,3608-1192-5766-1182,6346,480,2000,Dec/2023
Visa,3608-2596-5750-1838,7011,561,1300,Oct/2025
Visa,3608-2596-5132-1442,2729,838,1300,Mar/2025
Visa,3608-2067-4264-1014,6391,354,1500,Feb/2019
Visa,3608-1782-4344-1300,2025,996,1600,Jun/2021
Visa,3608-2596-5132-1915,5463,56,1700,May/2021
Visa,3608-2751-5333-1265,5346,2,1200,Aug/2018
Visa,3608-1192-4856-1682,3113,634,2000,Mar/2022
Visa,3608-2507-4383-1185,3655,994,1400,Oct/2020
Visa,3608-1782-5890-1217,3441,206,1100,Aug/2019
Visa,3608-2588-5691-1761,6900,451,1300,Sep/2022
Visa,3608-1395-5632-1381,7909,135,2000,Oct/2021
Visa,3608-2800-5890-1936,7792,298,1500,Aug/2024
Visa,3608-2181-4523-1614,6569,380,1200,Aug/2023
Visa,3608-1395-5489-1497,5794,943,1700,Jul/2019
Visa,3608-2751-5638-1936,3946,480,1700,Dec/2024
Visa,3608-2507-5489-1265,6454,909,1800,Feb/2018
Visa,3608-1395-5132-1440,7036,34,1200,Jun/2018
Visa,3608-2067-5724-1795,7987,812,1100,Oct/2018
Visa,3608-2800-4657-1631,3078,174,1200,Feb/2020
Visa,3608-2596-5152-1673,5622,724,1300,Jul/2025
Visa,3608-2800-5766-1351,5949,547,1400,Jun/2023
Visa,3608-1782-5152-1037,6487,619,1600,Jan/2025
Visa,3608-2596-5196-1537,7218,391,1300,Feb/2020
Visa,3608-2181-4657-1245,3885,504,1600,Dec/2022
Visa,3608-1192-5638-1551,4668,428,1700,Jan/2020
Visa,3608-2968-5333-1597,3188,429,1600,Apr/2023
Visa,3608-2181-5724-1440,7227,272,1000,Apr/2018
Visa,3608-1721-4354-1465,5265,579,1700,Jan/2024
Visa,3608-2751-5152-1476,2259,450,1800,Jul/2018
Visa,3608-2588-4523-1217,5833,238,1400,Jun/2018
Visa,3608-1192-5333-1518,6415,305,1500,Mar/2019
Visa,3608-2067-5015-1900,5197,316,1300,Nov/2024
Visa,3608-2751-4160-1916,2663,533,1800,Nov/2019
Visa,3608-2751-5038-1181,4084,458,1300,Dec/2025
Visa,3608-1192-4342-1682,3796,51,1800,Apr/2024
Visa,3608-2181-5030-1181,6583,214,1200,May/2020
Visa,3608-1721-4344-1572,4359,427,1900,Jun/2020
Visa,3608-1333-4342-1198,6397,823,1500,Nov/2019
Visa,3608-2181-5551-1475,5378,474,1800,Jan/2019
Visa,3608-2181-4856-1024,3356,544,1300,Jun/2024
Visa,3608-2751-5459-1999,5341,714,1200,Apr/2025
Visa,3608-1721-5333-1968,3581,309,1600,Apr/2023
Visa,3608-2800-4951-1185,7128,925,1000,Jan/2025
Visa,3608-1782-4711-1916,8039,432,1100,Jul/2018
Visa,3608-2181-4657-1292,2992,921,1500,Mar/2024
Visa,3608-2588-5750-1837,4396,473,1100,May/2023
Visa,3608-1333-5489-1465,2256,632,1400,Jul/2024
Visa,3608-2751-4580-1381,7855,4,2000,Sep/2025
Visa,3608-2181-5489-1839,5838,388,1600,Feb/2025
Visa,3608-2751-4236-1052,2084,833,1200,Jan/2023
Visa,3608-1682-4856-1014,2576,804,2000,Dec/2023
Visa,3608-1192-4657-1265,3363,919,2000,Sep/2020
Visa,3608-1192-5634-1054,2736,282,1200,Apr/2025
Visa,3608-1782-5407-1583,4763,469,1400,Jun/2025
Visa,3608-2067-4160-1064,4866,175,1300,Jul/2025
Visa,3608-2588-5983-1244,3734,76,1700,Aug/2021
Visa,3608-1192-5459-1589,2631,41,1100,Dec/2018
Visa,3608-2067-4264-1265,5864,112,1700,Jan/2025
Visa,3608-2751-5470-1009,3841,276,1200,Feb/2024
Visa,3608-2588-4580-1931,6281,581,1700,Apr/2021
Visa,3608-1192-5634-1442,6503,347,1900,Jan/2019
Visa,3608-2800-4711-1936,4616,460,1900,Oct/2023
Visa,3608-2507-5394-1056,5911,795,1300,Feb/2018
Visa,3608-2800-4354-1682,3934,551,1600,Apr/2020
Visa,3608-2751-5152-1668,3590,800,1800,Apr/2019
Visa,3608-2968-4038-1056,2556,131,1500,Dec/2019
Visa,3608-2596-5988-1189,4742,98,1600,Feb/2019
Visa,3608-2588-5634-1215,6927,837,1900,Sep/2018
Visa,3608-2968-5152-1435,7540,120,1900,Sep/2023
Visa,3608-1782-4318-1361,7784,424,1900,Jan/2024
Visa,3608-1333-5038-1960,7910,508,1700,Jul/2025
Visa,3608-1721-5988-1121,7082,348,1200,Oct/2023
Visa,3608-2588-4236-1537,3031,937,1000,Dec/2021
Visa,3608-2507-5745-1407,6881,772,1700,Jul/2024
Visa,3608-2800-4329-1795,4073,638,1100,Dec/2020
Visa,3608-1395-5459-1377,4371,721,2000,Oct/2020
Visa,3608-2968-5791-1629,4595,12,1700,Oct/2024
Visa,3608-1192-4394-1761,4611,378,1100,Mar/2022
Visa,3608-2800-4445-1705,2251,848,1200,Feb/2021
Visa,3608-2181-5196-1717,2724,456,1800,Jul/2024
Visa,3608-1395-5745-1613,6786,700,1800,Apr/2018
Visa,3608-2751-4005-1761,3426,326,1800,Feb/2020
Visa,3608-1192-4344-1301,6773,521,1300,Jul/2020
Visa,3608-1333-5983-1476,7548,364,1600,Aug/2021
Visa,3608-2067-5333-1597,2732,225,1100,Jan/2020
Visa,3608-2181-5890-1976,6965,321,1000,Apr/2025
Visa,3608-1333-5015-1189,3263,643,2000,Dec/2025
Visa,3608-2507-4318-1215,6934,348,1900,Dec/2022
Visa,3608-1682-4657-1215,2357,701,2000,Dec/2025
Visa,3608-2067-5988-1821,6615,877,1200,Dec/2022
Visa,3608-2596-5745-1646,2564,98,1100,Jan/2024
Visa,3608-1782-5132-1381,4089,82,1000,Apr/2019
Visa,3608-1395-4158-1916,5146,343,1200,Mar/2020
Visa,3608-1682-5407-1999,2440,651,1000,Mar/2019
Visa,3608-1721-5132-1037,3109,214,1000,Jul/2019
Visa,3608-2596-5470-1474,3810,801,1400,Apr/2021
Visa,3608-2800-4318-1038,5831,480,1700,Dec/2024
Visa,3608-2751-4005-1435,4596,985,1300,Oct/2025
Visa,3608-2181-5638-1351,5001,443,1700,Sep/2021
Visa,3608-2507-5691-1442,7994,290,1000,Jan/2019
Visa,3608-1192-5750-1623,2245,391,1900,Oct/2023
Visa,3608-2181-5756-1474,3108,444,2000,Dec/2021
Visa,3608-1682-4236-1623,2949,670,1100,Aug/2018
Visa,3608-2751-5634-1686,7689,763,1000,Jul/2022
Visa,3608-2507-4329-1351,2114,405,1600,Feb/2018
Visa,3608-1395-5638-1631,4452,508,1800,Sep/2018
Visa,3608-2181-4005-1474,4745,511,1700,Jan/2023
Visa,3608-1333-5015-1014,6429,783,1600,Apr/2024
Visa,3608-1721-5407-1344,6666,22,1600,Aug/2023
Visa,3608-2800-4160-1399,6472,429,1100,Aug/2018
Visa,3608-1192-5983-1551,5123,696,1300,May/2020
Visa,3608-1192-4856-1537,5547,448,1000,Sep/2023
Visa,3608-2067-4580-1214,3123,552,1300,Aug/2024
Visa,3608-2067-5333-1839,7239,229,1800,Jan/2020
Visa,3608-2800-5152-1629,6428,237,1000,Jun/2020
Visa,3608-2181-5132-1844,4578,909,1400,Jan/2021
Visa,3608-1395-5884-1837,6609,269,1500,Jul/2025
Visa,3608-2181-4344-1292,1996,737,1600,Feb/2020
Visa,3608-1333-4856-1935,4467,225,1700,May/2022
Visa,3608-1333-4951-1217,1974,738,1600,Jun/2021
Visa,3608-1395-4354-1190,2994,481,2000,Jun/2019
Visa,3608-2181-4342-1068,6236,206,1800,Oct/2020
Visa,3608-2067-4580-1572,5345,768,2000,Jul/2022
Visa,3608-2067-5489-1220,5199,771,2000,Apr/2020
Visa,3608-2800-5750-1220,6212,670,1200,Sep/2021
Visa,3608-2588-5745-1157,4885,910,1200,Oct/2018
Visa,3608-2067-5750-1306,7836,179,1400,Oct/2020
Visa,3608-2968-5766-1744,5369,799,1000,Feb/2018
Visa,3608-1395-5333-1163,4405,986,1800,Jul/2019
Visa,3608-2507-5884-1821,5518,988,1200,Jan/2020
Visa,3608-2751-5038-1198,4971,99,1100,Feb/2024
Visa,3608-2588-4158-1130,2550,365,1700,Jul/2023
Visa,3608-1192-5551-1583,4810,825,1700,Jun/2019
Visa,3608-2751-4288-1844,7231,879,1700,May/2020
Visa,3608-1395-4394-1693,3408,598,1900,Feb/2019
Visa,3608-2968-5696-1629,7122,553,1300,May/2024
Visa,3608-2507-5152-1383,5308,434,1800,Jun/2018
Visa,3608-1395-5038-1198,4346,230,1000,May/2021
Visa,3608-1333-5394-1682,4444,371,1700,Apr/2020
Visa,3608-2800-4657-1322,4374,726,1300,Jan/2019
Visa,3608-2968-5745-1190,3019,936,1000,Jun/2025
Visa,3608-2507-4383-1837,5414,501,2000,Dec/2019
Visa,3608-1333-5196-1976,3914,210,1700,Jun/2019
Visa,3608-1721-4288-1189,5565,938,1300,Feb/2018
Visa,3608-1782-5696-1686,6387,727,1200,Oct/2021
Visa,3608-1192-5015-1163,5869,683,1200,Apr/2025
Visa,3608-2507-5766-1194,6290,172,1100,Feb/2024
Visa,3608-2507-4580-1278,4007,733,1300,Jul/2021
Visa,3608-1395-5015-1355,3397,250,1500,Aug/2025
Visa,3608-1782-5196-1572,5532,278,1200,Feb/2021
Visa,3608-1192-5750-1054,6564,707,1700,Mar/2022
Visa,3608-2181-4264-1355,7624,195,1500,Sep/2025
Visa,3608-2067-5691-1999,4618,754,1300,Nov/2025
Visa,3608-1721-4657-1068,7138,709,1900,Mar/2018
Visa,3608-1192-5745-1306,7617,39,1600,Dec/2020
Visa,3608-2181-5983-1931,5942,611,1900,Nov/2022
Visa,3608-1395-5470-1001,4836,276,1600,Jun/2024
Visa,3608-2181-5551-1163,4853,452,1000,Apr/2024
Visa,3608-2181-4354-1216,6973,676,1900,May/2020
Visa,3608-2800-5634-1761,6603,371,1300,Mar/2021
Visa,3608-1782-4523-1407,5646,458,1500,Apr/2022
Visa,3608-1333-5470-1055,2893,731,1400,Mar/2024
Visa,3608-2507-4329-1355,6462,263,1900,Oct/2019
Visa,3608-2751-5750-1795,3416,662,1800,Feb/2023
Visa,3608-2507-5724-1660,3919,580,1300,Jun/2025
Visa,3608-1721-5458-1705,7225,403,1800,Jan/2022
Visa,3608-2596-4951-1892,8048,144,1900,Oct/2020
Visa,3608-2588-5634-1129,2472,769,1000,Aug/2023
Visa,3608-2751-4158-1518,4946,537,1000,Mar/2021
Visa,3608-1192-5634-1558,6198,975,1900,Jun/2019
Visa,3608-2751-5458-1936,3089,715,1000,Jan/2025
Visa,3608-1682-5724-1129,4419,826,1200,Jul/2022
Visa,3608-1192-5766-1300,3162,403,1000,Oct/2019
Visa,3608-2751-5394-1094,7863,200,1500,Apr/2018
Visa,3608-1782-4856-1637,2215,718,1500,Mar/2018
Visa,3608-2588-5745-1032,4745,554,1100,Jan/2024
Visa,3608-1333-5038-1686,2948,304,1300,Jul/2020
Visa,3608-2596-4394-1828,5008,125,1100,Aug/2023
Visa,3608-2751-5459-1613,5639,303,1100,Nov/2024
Visa,3608-1782-4318-1623,2795,823,1700,Dec/2018
Visa,3608-2596-4288-1300,2664,901,1600,Apr/2020
Visa,3608-1192-5030-1440,7137,974,2000,Jul/2021
Visa,3608-2588-4458-1668,4742,6,1600,Nov/2025
Visa,3608-2800-4856-1435,7819,317,1700,Jan/2023
Visa,3608-2968-4354-1744,3903,526,1500,Mar/2025
Visa,3608-2067-5696-1244,4151,498,1100,Jun/2021
Visa,3608-1395-4668-1794,4526,402,1200,Feb/2025
Visa,3608-2800-4657-1572,7087,903,2000,Jun/2025
Visa,3608-2181-4445-1718,2418,815,1200,Oct/2024
Visa,3608-1721-5459-1631,2244,896,1500,Nov/2020
Visa,3608-2507-5196-1220,2481,606,1200,Oct/2023
Visa,3608-2596-4342-1214,6298,554,1300,Jul/2022
Visa,3608-1395-4383-1064,7111,554,1200,Jan/2024
Visa,3608-1721-4394-1001,5171,763,1800,Aug/2020
Visa,3608-1782-5038-1214,7291,884,1700,Nov/2020
Visa,3608-2067-4383-1497,7185,712,1300,Jun/2019
Visa,3608-1782-5038-1631,2420,26,1500,May/2023
Visa,3608-2751-4005-1194,3571,489,1100,May/2019
Visa,3608-2067-5196-1217,3381,542,1800,Aug/2018
Visa,3608-2800-4318-1637,4666,260,1200,Dec/2021
Visa,3608-1333-5015-1497,6744,419,1800,May/2025
Visa,3608-2588-4160-1629,6367,14,1600,May/2019
Visa,3608-1721-5132-1056,5058,148,2000,Sep/2021
Visa,3608-2588-5756-1745,5303,738,1800,Sep/2025
Visa,3608-1721-5745-1668,5387,218,1900,Nov/2024
Visa,3608-1782-4711-1686,3999,434,1100,Dec/2020
Visa,3608-1682-5745-1892,4132,190,1600,Sep/2023
Visa,3608-1333-5458-1804,4909,563,2000,Oct/2023
Visa,3608-2067-4445-1130,2363,648,1500,May/2023
Visa,3608-2596-4329-1278,7452,759,1300,Nov/2021
Visa,3608-2968-5724-1593,6706,362,1000,Sep/2024
Visa,3608-1192-4458-1306,4928,20,1600,Jul/2023
Visa,3608-2751-4668-1596,2969,551,1600,Nov/2023
Visa,3608-1192-4580-1668,3731,684,1000,Apr/2024
Visa,3608-2067-4329-1265,3691,965,1300,Nov/2023
Visa,3608-1192-5470-1009,6676,123,1300,Dec/2024
Visa,3608-2800-5724-1589,5843,385,1400,Jul/2019
Visa,3608-1395-5983-1056,2050,998,1500,Feb/2024
Visa,3608-2067-5691-1623,4294,673,1000,Aug/2025
Visa,3608-2507-5015-1839,2013,568,1800,Apr/2020
Visa,3608-1192-5394-1217,4208,371,1400,Mar/2025
Visa,3608-2751-4668-1064,2113,183,2000,Apr/2021
Visa,3608-1782-5015-1613,8003,422,1300,Nov/2025
Visa,3608-2181-5766-1068,5889,672,1600,Aug/2019
Visa,3608-2067-5394-1134,4053,589,1500,Apr/2018
Visa,3608-1721-5724-1322,4701,25,1000,Aug/2023
Visa,3608-1682-5470-1399,7991,986,1200,Nov/2024
Visa,3608-2588-5638-1976,3907,243,1800,Apr/2021
Visa,3608-2968-4005-1572,6171,90,1400,May/2022
Visa,3608-2067-5634-1631,3159,914,1300,Jan/2018
Visa,3608-2751-4994-1518,2335,173,1600,Feb/2018
Visa,3608-1782-5459-1182,4295,94,1100,Dec/2020
Visa,3608-2507-4445-1583,7067,21,1700,Sep/2019
Visa,3608-1721-5551-1351,6463,279,1800,Aug/2024
Visa,3608-2800-5407-1916,6467,653,1300,Oct/2021
Visa,3608-2588-5458-1055,3923,379,2000,Jul/2018
Visa,3608-2507-5333-1960,5321,92,1300,Feb/2023
Visa,3608-1192-4342-1442,5167,56,1300,Jan/2019
Visa,3608-2751-4038-1322,3432,501,1300,Apr/2023
Visa,3608-1395-5632-1916,4967,530,1200,Nov/2022
Visa,3608-1333-5983-1804,3065,967,1000,Aug/2022
Visa,3608-2588-4318-1795,6206,194,2000,Feb/2018
Visa,3608-2507-5632-1931,6404,90,2000,May/2018
Visa,3608-2067-4038-1804,7150,110,1500,Mar/2018
Visa,3608-1192-5884-1194,5932,622,1500,Jan/2021
Visa,3608-2800-5724-1660,4404,8,1200,Apr/2023
Visa,3608-1682-4158-1686,5491,172,1700,Dec/2024
Visa,3608-1395-5988-1198,3619,313,1400,Apr/2023
Visa,3608-2507-5394-1476,3285,107,1500,Nov/2024
Visa,3608-1721-4288-1024,4512,655,1600,Jul/2018
Visa,3608-2596-5724-1024,6810,709,1600,Sep/2024
Visa,3608-1395-5691-1596,7771,126,1700,Oct/2019
Visa,3608-1721-5459-1255,6438,471,1500,Aug/2019
Visa,3608-2507-5691-1056,4474,496,1100,Apr/2022
Visa,3608-2596-4344-1537,5822,340,2000,Nov/2020
Visa,3608-2800-5988-1593,7735,891,1400,May/2024
Visa,3608-2507-5756-1646,3757,166,1200,Dec/2022
Visa,3608-2968-4329-1216,3605,256,1000,May/2023
Visa,3608-1333-5638-1435,6001,791,1000,May/2019
Visa,3608-2181-5983-1900,2778,568,2000,Nov/2019
Visa,3608-2751-4318-1381,3731,466,2000,Sep/2021
Visa,3608-2968-5394-1185,3202,314,1600,Apr/2019
Visa,3608-2968-4856-1038,5701,858,1300,Jan/2023
Visa,3608-2588-5196-1157,6296,318,1500,Nov/2019
Visa,3608-2751-5988-1001,3075,242,1900,Oct/2023
Visa,3608-2067-5152-1215,5247,155,1600,Oct/2023
Visa,3608-2507-4344-1603,6603,356,1900,Jul/2025
Visa,3608-1721-4383-1476,7041,526,1000,Apr/2020
Visa,3608-1395-5988-1121,6998,300,1000,Jan/2021
Visa,3608-1333-4951-1163,5001,313,1000,Nov/2022
Visa,3608-1721-5551-1024,3188,10,1700,Feb/2024
Visa,3608-1721-5030-1976,2931,167,1600,Dec/2021
Visa,3608-2800-5459-1537,6085,298,1500,Feb/2024
Visa,3608-1395-4951-1589,4286,949,1500,Nov/2023
Visa,3608-1682-4038-1163,7051,871,1500,Aug/2022
Visa,3608-2596-4329-1673,2138,905,1000,Oct/2021
Visa,3608-2181-4354-1009,5598,22,1300,Apr/2023
Visa,3608-2751-4580-1394,7128,37,2000,Nov/2021
Visa,3608-1782-5988-1407,2634,756,1800,Aug/2025
Visa,3608-1192-4523-1551,3622,357,1200,May/2024
Visa,3608-1192-5030-1686,2437,24,1800,Jul/2022
Visa,3608-1333-5015-1361,4967,778,1700,Apr/2020
Visa,3608-2968-5766-1673,5503,694,1400,Jan/2022
Visa,3608-2596-5983-1668,2447,141,1500,Jun/2024
Visa,3608-2588-5750-1377,2487,969,1500,Aug/2020
Visa,3608-2596-5038-1306,3814,608,1300,Aug/2018
Visa,3608-2596-4344-1440,6806,948,1300,Oct/2022
Visa,3608-1395-4445-1686,7544,869,2000,Oct/2024
Visa,3608-2588-5632-1435,4455,883,1800,Sep/2023
Visa,3608-1395-5152-1983,2441,494,1700,Apr/2022
Visa,3608-2181-4445-1637,4886,459,1300,Oct/2019
Visa,3608-1333-4951-1129,6964,581,1800,Dec/2021
Visa,3608-2181-5394-1474,3721,278,1900,Jul/2022
Visa,3608-2596-5030-1603,4351,657,1400,Oct/2023
Visa,3608-2588-5394-1558,7680,318,1600,Aug/2022
Visa,3608-1682-5766-1960,3547,364,1300,Jul/2024
Visa,3608-2507-4329-1614,7762,461,1300,Jul/2025
Visa,3608-2800-5756-1377,6935,655,1500,Jun/2020
Visa,3608-2968-5470-1603,4415,591,1100,Jul/2023
Visa,3608-1682-4342-1140,3821,977,2000,Nov/2025
Visa,3608-2588-5696-1693,4644,422,1100,Nov/2018
Visa,3608-1721-5724-1999,7641,560,1000,Apr/2018
Visa,3608-1395-4951-1999,5013,818,1400,Sep/2020
Visa,3608-2588-5756-1190,2603,563,1400,Mar/2018
Visa,3608-1721-4160-1617,6641,246,1900,Mar/2019
Visa,3608-2067-5030-1129,3873,529,1500,Sep/2020
Visa,3608-1333-5030-1068,7719,786,1800,Jun/2018
Visa,3608-1682-4354-1140,2717,378,1500,Mar/2019
Visa,3608-1395-4951-1052,5876,153,1800,Jan/2020
Visa,3608-1333-4711-1583,6181,8,1900,May/2022
Visa,3608-2507-4383-1795,2252,601,1500,Oct/2023
Visa,3608-2507-4951-1837,7970,307,1300,Mar/2022
Visa,3608-2751-5791-1537,6794,557,1700,Dec/2020
Visa,3608-2588-5551-1300,7388,425,2000,Jul/2024
Visa,3608-1333-5459-1705,2498,894,1200,Aug/2025
Visa,3608-1721-5696-1558,2893,853,2000,Nov/2022
Visa,3608-1333-5696-1603,3216,709,1200,Nov/2025
Visa,3608-1682-4856-1960,6997,338,1100,Jul/2022
Visa,3608-1721-5333-1613,5868,386,1200,Sep/2018
Visa,3608-2181-5038-1623,3935,984,1800,May/2018
Visa,3608-1333-5196-1134,4171,604,1000,Dec/2023
Visa,3608-1333-5890-1744,7376,269,1800,Apr/2020
Visa,3608-2181-4657-1476,7793,574,1400,Jun/2025
Visa,3608-2588-5407-1475,4440,149,1400,Dec/2023
Visa,3608-2588-5750-1551,3227,152,1500,Dec/2022
Visa,3608-2588-5750-1693,4284,186,1600,Jul/2018
Visa,3608-2181-4668-1361,3758,977,1900,Jul/2018
Visa,3608-2181-4668-1188,4327,576,1200,May/2019
Visa,3608-2596-5458-1795,2161,844,2000,Jul/2022
Visa,3608-2588-5691-1892,7880,882,1100,Jan/2020
Visa,3608-2596-5745-1215,3349,327,1000,Oct/2022
Visa,3608-1395-4264-1828,7345,104,1400,May/2021
Visa,3608-2181-5745-1518,3885,299,1500,Oct/2021
Visa,3608-2507-4160-1001,2086,983,1900,Oct/2023
Visa,3608-1192-4005-1637,3314,643,1300,Dec/2023
Visa,3608-2181-5132-1130,5501,737,1600,Apr/2019
Visa,3608-1721-5988-1399,2612,979,2000,Sep/2025
Visa,3608-2507-4580-1980,2883,745,1300,Oct/2024
Visa,3608-2968-5632-1355,4226,987,1100,Dec/2022
Visa,3608-1782-4523-1094,6520,26,2000,May/2022
Visa,3608-1395-5756-1583,2106,574,1400,Aug/2018
Visa,3608-1682-4236-1245,3995,67,1000,Jul/2020
Visa,3608-1721-5750-1407,7013,203,1500,Jan/2025
Visa,3608-1395-4005-1383,4686,144,1600,May/2022
Visa,3608-2067-4580-1497,6968,452,1000,Jan/2019
Visa,3608-2751-4580-1163,2162,554,1500,May/2020
Visa,3608-1682-5038-1129,7313,433,1300,Nov/2023
Visa,3608-2800-5756-1220,7863,338,1900,Oct/2025
Visa,3608-2067-5691-1134,3675,334,1800,Nov/2020
Visa,3608-2067-4318-1214,2109,902,1800,Nov/2022
Visa,3608-2751-4523-1936,6542,903,1800,Jun/2020
Visa,3608-1395-4329-1220,5414,805,1400,Jun/2024
Visa,3608-1721-5152-1476,2477,264,1700,May/2021
Visa,3608-2507-5884-1673,4794,608,1500,Dec/2022
Visa,3608-2968-4711-1475,4831,691,1900,May/2024
Visa,3608-2067-5724-1475,4103,309,1400,Feb/2020
Visa,3608-2507-4856-1660,7364,642,1400,Mar/2019
Visa,3608-1682-5038-1693,4341,920,1100,Apr/2023
Visa,3608-1192-4523-1673,7569,86,1600,Aug/2019
Visa,3608-2507-4657-1745,6170,531,1900,Apr/2021
Visa,3608-1333-4354-1009,3400,593,1700,Nov/2019
Visa,3608-2588-5791-1844,5905,829,2000,Aug/2020
Visa,3608-2067-5632-1717,6815,415,1400,Oct/2022
Visa,3608-2968-5890-1001,4382,509,1400,Jul/2023
Visa,3608-1682-5988-1056,3986,726,1500,May/2018
